date,cdr_close,cdr_volume,cdr_ret,is_trading_day
2024-12-12,191.0,624000,-0.023517412883316657,True
2024-12-13,183.60000610351562,1085245,-0.038743423541803046,True
2024-12-16,189.3000030517578,250392,0.031045733980141987,True
2024-12-17,189.4499969482422,353135,0.0007923607716127101,True
2024-12-18,191.89999389648438,500533,0.012932156176869825,True
2024-12-19,188.6999969482422,299693,-0.016675336373217164,True
2024-12-20,187.3000030517578,805200,-0.007419151664683765,True
2024-12-23,187.3000030517578,169889,0.0,True
2024-12-27,190.5500030517578,238569,0.017351841682041513,True
2024-12-30,191.4499969482422,196230,0.004723137665024968,True
